ETG4842 ETG29382
ETG9515 ETG301555
ETG9515 ETG290704
ETG9515 ETG79563
ETG9515 ETG300218
ETG9515 ETG100360154
ETG9515 ETG290659
ETG9515 ETG316531
ETG9515 ETG681578
ETG9515 ETG360650
ETG9515 ETG100366016
ETG9515 ETG100363878
ETG9515 ETG641434
ETG9515 ETG303130
ETG9515 ETG116659
ETG9515 ETG170670
ETG9515 ETG288663
ETG9515 ETG94271
ETG9515 ETG360739
ETG9515 ETG304978
ETG9515 ETG362857
ETG9515 ETG360734
ETG9515 ETG498284
ETG9515 ETG100360522
ETG9515 ETG84026
ETG9515 ETG304500
ETG9515 ETG292330
ETG9515 ETG116643
ETG9515 ETG25577
ETG9515 ETG287845
ETG9515 ETG361732
ETG9515 ETG297428
ETG9515 ETG310836
ETG9515 ETG83800
ETG9515 ETG116698
ETG9515 ETG680161
ETG9515 ETG361458
ETG9515 ETG378947
ETG9515 ETG29681
ETG9515 ETG24245
ETG9515 ETG295230
ETG9515 ETG114562
ETG9515 ETG60384
ETG9515 ETG300253
ETG9515 ETG373544
ETG9515 ETG680987
ETG9515 ETG297417
ETG9515 ETG311545
ETG9515 ETG252941
ETG9515 ETG113990
ETG9515 ETG287828
ETG9515 ETG266759
ETG9515 ETG24506
ETG9515 ETG407759
ETG9515 ETG117550
ETG9515 ETG361084
ETG9515 ETG100360573
ETG9515 ETG100364368
ETG9515 ETG690073
ETG9515 ETG297756
ETG9515 ETG361984
ETG9515 ETG501222
ETG9515 ETG81520
ETG9515 ETG499878
ETG9515 ETG290631
ETG9515 ETG304543
ETG9515 ETG679712
ETG9515 ETG81728
ETG9515 ETG310378
ETG9515 ETG361578
ETG9515 ETG29648
ETG9515 ETG246333
ETG9515 ETG289950
ETG9515 ETG316265
ETG9515 ETG81827
ETG9515 ETG287670
ETG9515 ETG83801
ETG9515 ETG288779
ETG9515 ETG287709
ETG9515 ETG294429
ETG9515 ETG93646
ETG9515 ETG362392
ETG9515 ETG292729
ETG9515 ETG316561
ETG9515 ETG192277
ETG9515 ETG298203
ETG9515 ETG140594
ETG9515 ETG287571
ETG9515 ETG501628
ETG9515 ETG192152
ETG9515 ETG309126
ETG9515 ETG304670
ETG9515 ETG304881
ETG9515 ETG303812
ETG9515 ETG313564
ETG9515 ETG300880
ETG9515 ETG363241
ETG9515 ETG294010
ETG9515 ETG288516
ETG9515 ETG24476
ETG9515 ETG25227
ETG9515 ETG64204
ETG9515 ETG25062
ETG9515 ETG100364825
ETG9515 ETG288731
ETG9515 ETG679835
ETG9515 ETG24400
ETG9515 ETG65166
ETG9515 ETG300965
ETG9515 ETG25135
ETG9515 ETG301458
ETG9515 ETG84595
ETG9515 ETG305288
ETG9515 ETG25626
ETG9515 ETG498407
ETG9515 ETG303155
ETG9515 ETG362859
ETG9515 ETG319110
ETG9515 ETG25531
ETG9515 ETG306942
ETG9515 ETG681754
ETG9515 ETG307347
ETG9515 ETG24832
ETG9515 ETG100361067
ETG9515 ETG58945
ETG9515 ETG298648
ETG9515 ETG29338
ETG9515 ETG498366
ETG9515 ETG100365196
ETG9515 ETG298300
ETG9515 ETG94194
ETG9515 ETG686499
ETG9515 ETG29456
ETG9515 ETG300303
ETG9515 ETG502887
ETG9515 ETG25682
ETG9515 ETG114766
ETG9515 ETG54350
ETG9515 ETG367562
ETG9515 ETG360504
ETG9515 ETG291969
ETG9515 ETG29222
ETG9515 ETG25673
ETG9515 ETG171329
ETG9515 ETG24642
ETG9515 ETG361838
ETG9515 ETG302688
ETG9515 ETG499485
ETG9515 ETG29461
ETG9515 ETG65165
ETG9515 ETG100361858
ETG9515 ETG313837
ETG9515 ETG680039
ETG9515 ETG308335
ETG9515 ETG293991
ETG9515 ETG300053
ETG9515 ETG64530
ETG9515 ETG296966
ETG9515 ETG299625
ETG9515 ETG362612
ETG9515 ETG140734
ETG9515 ETG116657
ETG9515 ETG117039
ETG9515 ETG100359517
ETG9515 ETG245965
ETG9515 ETG314393
ETG9515 ETG301035
ETG9515 ETG316521
ETG9515 ETG29445
ETG9515 ETG286987
ETG9515 ETG292156
ETG9515 ETG685005
ETG9515 ETG286906
ETG9515 ETG171082
ETG9515 ETG24586
ETG9515 ETG64896
ETG9515 ETG29635
ETG9515 ETG25524
ETG9515 ETG296480
ETG9515 ETG24503
ETG9515 ETG24786
ETG9515 ETG117062
ETG9515 ETG113961
ETG9515 ETG50719
ETG9515 ETG309197
ETG9515 ETG360570
ETG9515 ETG25719
ETG9515 ETG293142
ETG9515 ETG25365
ETG9515 ETG29757
ETG9515 ETG306007
ETG9515 ETG291948
ETG9515 ETG29476
ETG9515 ETG50522
ETG9515 ETG114637
ETG9515 ETG362182
ETG9515 ETG25621
ETG9515 ETG305955
ETG9515 ETG293721
ETG9515 ETG50685
ETG9515 ETG24852
ETG9515 ETG24212
ETG9515 ETG81653
ETG9515 ETG24851
ETG9515 ETG300838
ETG9515 ETG296654
ETG9515 ETG100359562
ETG9515 ETG100359600
ETG9515 ETG100359642
ETG9515 ETG100359753
ETG9515 rCG_31143
ETG9515 ETG100361427
ETG9515 ETG100363620
ETG9515 ETG100363860
ETG9515 ETG100366048
ETG9515 ETG689805
ETG9515 ETG64539
ETG9515 rCG_38177
ETG9515 ETG29670
ETG9515 ETG140661
ETG9515 ETG27139
ETG9515 ETG100365943
ETG9515 ETG100359583
ETG9515 ETG100360508
ETG9515 ETG408248
ETG9515 ETG100361008
ETG313474 ETG50592
ETG24888 ETG114114
ETG114114 ETG24888
ETG24246 ETG6722
ETG4137 ETG25578
ETG314621 ETG78975
ETG60341 ETG171503
ETG83506 ETG171503
ETG83506 ETG78975
ETG83506 YER129W
ETG83506 YGL179C
ETG83506 YKL048C
ETG50522 ETG56816
ETG83803 ETG5894
ETG5594 ETG116636
ETG266759 ETG114486
ETG266759 ETG297994
ETG114486 ETG24185
ETG297994 ETG24185
ETG114486 ETG64639
ETG24185 ETG114203
ETG25238 ETG24185
ETG24185 ETG25238
ETG24185 ETG25238
ETG24185 ETG84027
ETG307309 ETG366975
ETG29495 ETG287876
ETG29495 ETG246757
ETG246757 ETG100009506
ETG688272 ETG322
ETG688272 ETG322
ETG322 ETG688272
ETG303306 ETG300724
ETG29717 ETG364686
ETG56718 ETG1978
ETG56718 ETG116636
ETG5594 ETG116636
ETG117045 ETG116636
ETG170915 ETG24253
ETG25353 ETG10410
ETG25353 ETG361673
ETG83805 ETG24180
ETG311860 ETG24180
ETG301164 ETG117034
ETG29458 ETG312451
ETG29458 ETG6720
ETG6720 ETG312451
ETG6720 ETG29458
ETG140586 RP1-85F18.1
ETG140586 ETG4087
ETG140586 ETG4088
ETG140586 ETG10891
ETG4088 ETG140586
ETG24883 ETG54244
ETG54244 ETG24883
ETG24883 ETG54244
ETG1387 ETG24253
RP1-85F18.1 ETG24253
ETG81646 ETG24472
ETG2645 ETG314623
ETG2645 ETG314623
ETG314623 ETG2645
ETG170915 ETG282840
ETG282840 ETG170915
OK/SW-cl.35 ETG64466
ETG170915 ETG24790
ETG24790 ETG170915
ETG54254 ETG170915
ETG314930 RP1-85F18.1
RP1-85F18.1 ETG314930
ETG54254 RP1-85F18.1
RP1-85F18.1 ETG54254
ETG24716 ETG282827
ETG116651 ETG170915
ETG84095 ETG311567
ETG114554 ETG311567
ETG84095 ETG308777
ETG84095 ETG314633
ETG84095 ETG50522
ETG84095 ETG303689
ETG84095 ETG363445
ETG84095 ETG311567
ETG84095 ETG309969
ETG84095 ETG25489
ETG84095 ETG297930
ETG59109 ETG24596
ETG25054 ETG24596
ETG29613 ETG24596
ETG24596 ETG59109
ETG54226 ETG24596
ETG24596 ETG29192
ETG50938 RP11-83J21.1
RP11-83J21.1 ETG50938
ETG50938 HLC6
ETG65248 ETG24855
ETG65248 ETG303185
ETG303185 ETG65248
ETG96459 ETG303185
ETG57600 ETG303185
ETG63925 ETG301513
ETG301513 ETG63925
ETG301513 ETG63925
BOS_8464 ETG306400
BOS_8464 ETG312477
ETG312477 ETG25676
ETG312477 ETG85385
ETG312477 ETG54259
ETG85385 ETG54259
ETG85385 ETG313845
ETG25622 ETG25467
ETG25622 ETG24954
ETG25513 ETG25467
ETG113894 ETG84006
ETG84006 ETG24547
ETG29192 ETG306636
ETG83805 ETG306636
ETG83805 ETG83805
ETG83805 ETG293515
ETG306636 ETG316369
ETG83805 ETG293515
ETG83805 ETG315707
ETG2288 rCG_32645
ETG78973 ETG6613
ETG78973 ETG6612
ETG78973 ETG6612
ETG81859 ETG7316
ETG55072 ETG81859
ETG81859 ETG55072
ETG362965 ETG25573
ETG289584 ETG64156
ETG10188 ETG291553
ETG10188 ETG60668
ETG10188 ETG83800
ETG10188 ETG79451
ETG10188 ETG366988
ETG56816 ETG26955
ETG291553 ETG84390
YDL064W ETG25343
ETG8878 ETG50522
ETG25470 ETG25522
ETG25470 ETG113894
ETG25522 ETG25470
ETG24887 ETG24887
ETG24224 ETG24887
ETG24954 ETG56765
ETG24954 ETG81643
ETG24954 ETG300674
ETG24954 ETG300783
ETG24954 ETG58844
ETG24954 ETG56765
ETG24954 ETG81643
ETG24954 ETG300674
ETG24954 ETG300783
ETG24954 ETG58844
ETG24954 ETG65248
ETG24954 ETG78975
ETG24185 ETG24383
ETG24185 ETG24383
ETG24383 ETG24185
ETG282843 ETG311860
ETG282843 ETG311860
ETG311860 ETG282843
ETG304883 ETG282843
ETG317576 ETG81754
ETG317576 ETG64633
ETG317576 ETG84379
ETG317576 ETG117103
ETG317576 ETG94197
OK/SW-cl.81 ETG362965
ETG64013 RP23-418O11.3
RP23-418O11.3 ETG64013
ETG64013 RP23-418O11.3
ETG64462 ETG295217
ETG64462 ETG295217
ETG64462 ETG367171
ETG303882 ETG303882
ETG22190 ETG83809
ETG22190 ETG140639
ETG307842 ETG24598
ETG307842 ETG24598
ETG14823 ETG300772
ETG14823 ETG362827
ETG268934 ETG300772
RP23-292E3.3 ETG300772
ETG108073 ETG300772
ETG24705 ETG690244
rCG_34296 ETG29392
ETG29392 rCG_34296
ETG307594 ETG363445
ETG307594 ETG498174
ETG307594 ETG29489
ETG307594 ETG29687
ETG307594 ETG362634
ETG307594 ETG314904
ETG307594 ETG360971
ETG307594 ETG366992
ETG307594 ETG307594
ETG307594 ETG192117
ETG307594 ETG114515
ETG307594 ETG117284
ETG307594 ETG57298
ETG307594 ETG362375
ETG307594 ETG24423
ETG307594 ETG317576
ETG307594 ETG64352
ETG307594 ETG24440
ETG307594 ETG54304
ETG307594 ETG297376
ETG307594 ETG117557
ETG307594 ETG306380
ETG307594 ETG60335
ETG307594 ETG291755
ETG307594 ETG690987
ETG307594 ETG64627
ETG307594 ETG287552
ETG307594 ETG288664
ETG307594 ETG314751
ETG307594 ETG679910
ETG307594 ETG24626
ETG307594 ETG29221
ETG307594 ETG300850
ETG307594 ETG499688
ETG307594 ETG503073
ETG307594 ETG140927
ETG307594 ETG304690
ETG307594 ETG292755
ETG307594 ETG360937
ETG307594 ETG299824
ETG307594 ETG360619
ETG307594 ETG297694
ETG307594 ETG29425
ETG307594 ETG362368
ETG307594 ETG24534
ETG307594 ETG24627
ETG307594 ETG24691
ETG307594 ETG309828
ETG307594 ETG291006
ETG307594 ETG170641
ETG307594 ETG361522
ETG307594 ETG155151
ETG307594 ETG24547
ETG307594 ETG353256
ETG307594 ETG312502
ETG307594 rCG_43782
ETG307594 ETG307548
ETG307594 ETG24598
ETG307594 ETG304470
ETG307594 ETG299940
ETG307594 ETG500988
ETG307594 ETG317322
ETG307594 ETG361605
ETG307594 ETG100362725
ETG307594 ETG117016
ETG307594 ETG291078
ETG307594 ETG300158
ETG307594 ETG24917
ETG307594 ETG79428
ETG307594 ETG60391
ETG307594 ETG25104
ETG307594 ETG116595
ETG307594 ETG689421
ETG307594 ETG171374
ETG307594 ETG311163
ETG307594 ETG313707
ETG307594 ETG308003
ETG307594 ETG100362458
ETG307594 ETG58920
ETG307594 ETG296554
ETG307594 ETG192348
ETG307594 ETG24771
ETG307594 ETG310544
ETG307594 ETG83589
ETG307594 ETG29213
ETG307594 ETG83610
ETG307594 ETG315903
ETG307594 ETG65262
ETG307594 ETG306007
ETG307594 ETG94173
ETG307594 ETG303259
ETG307594 ETG192359
ETG307594 ETG313593
ETG307594 ETG116508
ETG307594 ETG362715
ETG307594 ETG498736
ETG307594 ETG362461
ETG307594 ETG24907
ETG307594 ETG25562
ETG307594 ETG29214
ETG307594 ETG362242
ETG307594 ETG25698
ETG307594 ETG24450
ETG307594 ETG315708
ETG307594 ETG24248
ETG307594 ETG170577
ETG307594 ETG361317
ETG307594 ETG311384
ETG307594 ETG29139
ETG307594 ETG366276
ETG307594 ETG680427
ETG307594 ETG290614
ETG307594 ETG315170
ETG307594 ETG291534
ETG307594 ETG116549
ETG307594 ETG81918
ETG307594 ETG287119
ETG307594 ETG54287
ETG307594 ETG501206
ETG307594 ETG29224
ETG307594 ETG94193
ETG307594 ETG201097
ETG307594 ETG305178
ETG307594 ETG317232
ETG307594 ETG81738
ETG307594 ETG309460
ETG307594 ETG307351
ETG307594 ETG24245
ETG307594 ETG25739
ETG307594 ETG316531
ETG307594 ETG29393
ETG307594 ETG81650
ETG307594 ETG266686
ETG307594 ETG24513
ETG307594 ETG25498
ETG307594 ETG689890
ETG307594 ETG501088
ETG307594 ETG364975
ETG307594 ETG361596
ETG307594 ETG290356
ETG307594 ETG246212
ETG307594 ETG300218
ETG307594 ETG307641
ETG307594 ETG367307
ETG307594 ETG298942
ETG307594 ETG89825
ETG307594 ETG24246
ETG307594 ETG312937
ETG307594 ETG293570
ETG307594 ETG301363
ETG307594 ETG680407
ETG307594 ETG24592
ETG307594 ETG304012
ETG307594 ETG304490
ETG307594 ETG29681
ETG307594 ETG298019
ETG307594 ETG25179
ETG307594 ETG291295
ETG307594 ETG291309
ETG307594 ETG316794
ETG307594 ETG171140
ETG307594 ETG81646
ETG307594 ETG114096
ETG307594 ETG687994
ETG307594 ETG24686
ETG307594 ETG683687
ETG307594 ETG306066
ETG307594 ETG361202
ETG307594 ETG308650
ETG307594 ETG25467
ETG307594 ETG499497
ETG307594 ETG304581
ETG307594 ETG294988
ETG307594 ETG310833
ETG307594 ETG25181
ETG307594 ETG29209
ETG307594 ETG25275
ETG307594 ETG308942
ETG307594 ETG494499
ETG307594 ETG295401
ETG307594 rCG_30748
ETG307594 ETG365352
ETG307594 ETG361684
ETG307594 ETG315696
ETG307594 ETG29667
ETG307594 ETG304109
ETG307594 ETG287930
ETG307594 ETG363275
ETG307594 ETG365662
ETG307594 ETG311033
ETG307594 ETG24387
ETG307594 ETG680522
ETG307594 ETG252892
ETG307594 ETG289641
ETG307594 ETG81518
ETG307594 ETG114202
ETG307594 ETG286917
ETG307594 ETG25615
ETG307594 ETG361071
ETG307594 ETG59267
ETG307594 ETG305095
ETG307594 ETG300889
ETG307594 rCG_26812
ETG307594 ETG245982
ETG307594 ETG294975
ETG307594 ETG100910660
ETG307594 ETG293016
ETG307594 ETG116668
ETG307594 ETG117053
ETG307594 ETG688590
ETG307594 ETG117521
ETG307594 ETG363067
ETG307594 ETG81807
ETG307594 ETG58821
ETG307594 ETG316611
ETG307594 ETG140667
ETG307594 ETG360643
ETG307594 ETG305242
ETG307594 ETG306157
ETG307594 ETG117280
ETG307594 ETG304488
ETG307594 ETG498407
ETG307594 ETG304893
ETG307594 ETG498099
ETG307594 ETG54293
ETG307594 ETG85333
ETG307594 ETG362612
ETG307594 ETG171129
ETG307594 ETG290631
ETG307594 ETG84352
ETG307594 ETG24520
ETG307594 ETG316384
ETG307594 ETG25576
ETG307594 ETG81634
ETG307594 ETG307585
ETG307594 ETG140908
ETG307594 ETG308441
ETG307594 ETG170922
ETG307594 ETG116685
ETG307594 ETG297727
ETG307594 ETG309901
ETG307594 ETG307498
ETG307594 ETG363228
ETG307594 ETG25609
ETG307594 ETG117024
ETG307594 ETG64391
ETG307594 ETG501110
ETG307594 ETG309928
ETG307594 ETG307774
ETG307594 ETG116697
ETG307594 ETG362281
ETG307594 ETG114210
ETG307594 ETG363084
ETG307594 ETG170724
ETG307594 ETG361999
ETG307594 ETG303501
ETG307594 ETG116550
ETG307594 ETG360949
ETG307594 ETG366017
ETG307594 ETG494223
ETG307594 ETG282837
ETG307594 ETG29578
ETG307594 ETG25135
ETG307594 ETG116673
ETG307594 ETG306759
ETG307594 ETG296076
ETG307594 ETG362687
ETG307594 rCG_34052
ETG307594 ETG64060
ETG307594 ETG64133
ETG307594 ETG25391
ETG307594 ETG315644
ETG307594 ETG498922
ETG307594 ETG501998
ETG307594 ETG25236
ETG307594 ETG29384
ETG307594 ETG65164
ETG307594 ETG361055
ETG307594 ETG24525
ETG307594 ETG29278
ETG307594 ETG57341
ETG307594 ETG85253
ETG307594 ETG25594
ETG307594 ETG301438
ETG307594 ETG312030
ETG307594 ETG310207
ETG307594 ETG64301
ETG307594 ETG361840
ETG307594 ETG297699
ETG307594 ETG63845
ETG307594 ETG308335
ETG307594 ETG310244
ETG307594 ETG140668
ETG307594 ETG83611
ETG307594 ETG299159
ETG307594 ETG300786
ETG307594 ETG368088
ETG307594 ETG307429
ETG307594 ETG307850
ETG307594 ETG316098
ETG307594 ETG25177
ETG307594 ETG60449
ETG307594 ETG171120
ETG307594 ETG54705
ETG307594 ETG315686
ETG307594 ETG368070
ETG307594 ETG81757
ETG307594 ETG295347
ETG307594 ETG302247
ETG307594 ETG499523
ETG307594 ETG619577
ETG307594 ETG29288
ETG307594 ETG25538
ETG307594 ETG680419
ETG307594 ETG292771
ETG307594 ETG287522
ETG307594 ETG687711
ETG307594 ETG366964
ETG307594 ETG29436
ETG307594 ETG305884
ETG307594 ETG171410
ETG307594 ETG294512
ETG307594 ETG100360015
ETG307594 ETG140729
ETG307594 ETG116691
ETG307594 ETG301529
ETG307594 ETG100034253
ETG307594 ETG313647
ETG307594 ETG500262
ETG307594 rCG_32791
ETG307594 ETG686883
ETG307594 ETG499443
ETG307594 ETG360933
ETG307594 ETG308742
ETG307594 ETG25509
ETG307594 ETG85421
ETG307594 ETG688319
ETG307594 ETG307779
ETG307594 ETG313163
ETG307594 ETG366605
ETG307594 ETG300147
ETG307594 ETG296115
ETG307594 ETG117515
ETG307594 ETG309548
ETG307594 ETG361442
ETG307594 ETG290408
ETG307594 ETG309331
ETG307594 ETG305827
ETG307594 ETG360497
ETG307594 ETG314836
ETG307594 ETG314717
ETG307594 ETG311332
ETG307594 ETG84353
ETG307594 ETG307505
ETG307594 ETG311163
ETG307594 ETG100362725
ETG307594 ETG307594
ETG307594 ETG307594
ETG307594 ETG641452
ETG24681 AT3G50970
ETG24208 ETG1387
ETG24208 ETG1387
ETG25688 ETG297498
ETG25688 ETG302502
ETG25688 ETG64470
YPL063W ETG29539
ETG2888 ETG288734
ETG25636 YDR277C
ETG24890 ETG363096
ETG25149 ETG363096
ETG24890 ETG313929
ETG24890 ETG287155
tcag7.555 ETG293524
tcag7.555 ETG113906
tcag7.555 ETG287155
RP1-69E11.1 ETG24672
ETG51792 ETG24672
ETG24672 ETG5518
ETG29376 ETG25489
ETG29376 ETG25489
ETG144165 ETG303599
ETG144165 ETG311055
ETG144165 ETG363445
ETG144165 ETG309696
ETG144165 ETG290447
ETG144165 ETG29282
ETG144165 ETG24240
ETG144165 ETG64302
ETG144165 ETG27139
ETG144165 ETG296554
ETG144165 ETG29214
ETG166336 ETG303599
ETG166336 ETG311055
ETG166336 ETG363445
ETG166336 ETG309696
ETG166336 ETG290447
ETG166336 ETG29282
ETG166336 ETG24240
ETG166336 ETG64302
ETG166336 ETG27139
ETG166336 ETG296554
ETG166336 ETG29214
ETG166336 ETG303599
ETG166336 ETG363445
ETG166336 ETG309696
ETG144165 ETG303599
ETG144165 ETG363445
ETG144165 ETG309696
ETG56816 ETG25387
ETG25562 ETG57455
ETG24680 ETG6304
ETG24680 KB-152G3.1
ETG64462 KB-152G3.1
ETG11214 ETG81749
ETG11214 ETG24680
ETG24924 ETG116673
AT4G17615 ETG29748
ETG29264 ETG76707
ETG65201 ETG76707
ETG23122 ETG65201
ETG113984 ETG8878
ETG113984 ETG8878
ETG9456 ETG24418
ETG9456 ETG24418
ETG9456 ETG24414
ETG9456 ETG24418
ETG29589 RP11-11N7.3
ETG29589 ETG18993
RP23-381K3.2 ETG29589
ETG18993 ETG29589
ETG29589 ETG29589
ETG29589 RP23-381K3.2
ETG29589 ETG29589
ETG29589 RP23-230F2.2
ETG274 ETG140694
ETG273 ETG140694
ETG2885 ETG140694
ETG16170 ETG24410
ETG16170 ETG24411
ETG16170 ETG24412
ETG16170 ETG65195
ETG24412 ETG16170
ETG5578 ETG84591
ETG5578 ETG24418
ETG315707 ETG64019
ETG64019 ETG315707
ETG24782 RP23-341C5.5
ETG24907 ETG362715
ETG362715 ETG24907
ETG25600 ETG362715
ETG24907 ETG307548
ETG307548 ETG24907
ETG25600 ETG307548
ETG3897 ETG361833
ETG12301 ETG295214
ETG12301 ETG85247
ETG12301 ETG25742
ETG83462 RP11-263K15.1
ETG89842 ETG60399
ETG24842 ETG314856
ETG24182 ETG7704
ETG310999 ETG29365
ETG310999 ETG29365
ETG29365 ETG310999
ETG25398 ETG363836
ETG25398 ETG29456
ETG24516 ETG84410
ETG84410 ETG24516
ETG29216 ETG116659
ETG29216 ETG500564
ETG500564 ETG116659
rCG_58533 KB-152G3.1
rCG_58533 KB-152G3.1
KB-152G3.1 rCG_58533
ETG216233 ETG59109
ETG216233 ETG25054
ETG216233 ETG29613
ETG25388 ETG7189
ETG25388 ETG10868
ETG10868 ETG25388
ETG7189 ETG25388
ETG59109 ETG296121
ETG296121 ETG59109
ETG296121 ETG59109
ETG314764 ETG59109
ETG314764 ETG296121
ETG314764 ETG114023
ETG59109 ETG24596
ETG59109 ETG113894
ETG59109 ETG311245
ETG24392 ETG25489
ETG246310 ETG54241
ETG246310 ETG308578
ETG246310 ETG140670
ETG246310 ETG297428
ETG246310 ETG266759
ETG246310 ETG246118
ETG246310 ETG116563
ETG246310 ETG305288
ETG246310 ETG114023
ETG246310 ETG29382
ETG246310 ETG140670
ETG246310 ETG54241
ETG64678 ETG246310
ETG64678 ETG140670
ETG64678 ETG79121
tcag7.78 ETG315840
ETG306862 ETG24255
ETG1601 ETG315840
RP1-290I10.1 ETG24255
ETG1601 ETG306862
ETG117060 ETG27327
ETG117060 ETG10605
ETG117060 HSPC218
ETG84461 ETG84010
ETG120892 ETG84010
Dmel_CG11988 ETG84010
ETG56816 ETG7316
ETG56816 ETG7316
ETG56424 ETG83533
ETG85431 ETG24472
ETG85431 ETG287155
ETG29146 ETG322
ETG29146 ETG322
ETG322 ETG29146
ETG9148 ETG29146
ETG287155 ETG25101
ETG287155 ETG685859
ETG287155 ETG116643
ETG116643 ETG25101
ETG116643 ETG685859
ETG116643 ETG287155
ETG217379 ETG116643
ETG217379 ETG25101
ETG25123 ETG24377
ETG25123 RP23-436K3.17-003
ETG25123 ETG311245
ETG311245 ETG25123
ETG25123 ETG311245
ETG50592 ETG294917
ETG50592 ETG311786
ETG83500 ETG291553
ETG9619 ETG24159
ETG9619 ETG24211
ETG9619 ETG25751
ETG9619 ETG29167
ETG9619 ETG58823
ETG9619 ETG64158
ETG9619 ETG79250
ETG9619 ETG301363
ETG9619 ETG306871
DAAP-188P13.3 ETG291796
ETG25489 ETG24392
ETG25489 ETG24392
ETG25086 ETG24516
ETG25086 ETG24518
ETG24517 ETG116667
ETG25331 ETG296278
ETG296278 ETG25331
ETG25331 ETG296278
ETG296278 ETG25331
ETG25331 ETG296278
ETG25331 ETG25331
ETG296278 ETG171347
ETG296278 ETG4144
ETG24598 ETG85421
ETG83810 ETG171026
ETG24471 ETG498183
ETG9261 ETG25638
ETG282827 ETG25638
ETG25638 ETG282827
ETG25387 ETG25638
ETG307940 ETG25638
ETG313121 ETG65248
ETG5594 ETG94167
ETG83731 ETG24653
ETG83731 ETG24653
ETG29747 ETG24653
ETG50689 ETG29527
ETG116590 ETG29527
ETG83805 ETG29428
ETG83805 ETG83805
ETG81649 ETG81647
ETG81649 ETG315139
ETG315139 ETG81649
ETG81649 ETG303200
ETG24773 ETG94167
ETG94167 ETG24773
ETG9170 ETG116501
ETG170851 ETG4155
ETG79114 ETG81771
ETG81771 ETG79114
ETG24318 ETG29627
ETG24318 ETG50592
ETG24318 ETG60355
ETG24318 ETG60355
ETG29627 ETG60355
ETG29627 ETG25513
ETG24185 ETG294515
ETG24185 ETG294515
ETG24185 ETG50686
ETG24185 ETG2309
ETG29138 ETG114027
ETG114027 ETG29138
ETG114027 ETG29489
ETG114027 ETG29138
ETG114027 ETG360865
ETG114027 ETG56768
ETG114027 ETG24681
ETG114027 ETG56029
ETG114027 ETG25104
ETG114027 ETG252857
ETG114027 ETG304007
ETG114027 ETG290356
ETG114027 ETG29456
ETG114027 ETG171350
ETG114027 ETG299199
ETG114027 ETG29663
ETG114027 ETG25594
ETG114027 ETG25415
ETG114027 ETG266806
ETG114027 ETG360515
ETG114027 ETG140734
ETG114027 ETG116464
ETG114027 ETG306871
ETG114027 ETG310587
ETG114027 ETG64303
ETG114027 rCG_52205
ETG114027 ETG79433
ETG114027 ETG29757
ETG114027 ETG312912
ETG114027 rCG_52629
ETG114027 ETG308578
ETG114027 ETG312444
ETG114027 ETG117596
ETG114027 ETG157074
ETG114027 ETG362440
ETG114027 ETG306570
ETG114027 ETG140670
ETG114027 ETG140654
ETG114027 ETG84484
ETG114027 ETG64205
ETG114027 ETG25152
ETG114027 ETG684558
ETG114027 ETG171373
ETG114027 ETG290823
ETG114027 ETG84008
ETG114027 ETG289218
ETG114027 ETG81637
ETG114027 ETG25739
ETG50557 ETG315707
ETG50557 ETG24392
ETG50557 ETG83805
ETG24392 ETG50557
ETG315707 ETG24392
ETG114027 ETG25058
ETG114027 ETG29681
ETG114027 ETG25293
ETG114027 ETG24586
ETG114027 ETG499903
ETG114027 ETG114027
ETG114027 ETG25017
ETG114027 ETG100911597
ETG114027 ETG29482
ETG114027 ETG295922
ETG114027 ETG289615
ETG114027 ETG294964
ETG114027 ETG299971
ETG114027 ETG25023
ETG114027 ETG293655
ETG114027 ETG79117
ETG114027 ETG65042
ETG114027 ETG140673
ETG114027 ETG294282
ETG114027 ETG364678
ETG114027 ETG29448
ETG114027 ETG362036
ETG114027 ETG311024
ETG114027 ETG681418
ETG114027 ETG59318
ETG114027 Ab1-143
ETG114027 ETG65136
ETG114027 ETG64665
ETG114027 ETG304979
ETG114027 ETG81728
ETG114027 ETG79120
ETG114027 ETG25745
ETG114027 ETG294962
ETG114027 ETG24669
ETG114027 ETG301563
ETG114027 ETG114114
ETG114027 ETG170900
ETG114027 ETG499529
ETG114027 ETG361385
ETG114027 ETG299739
ETG114027 ETG29287
ETG114027 ETG29253
ETG114027 ETG287765
ETG114027 ETG288150
ETG114027 ETG298203
ETG114027 ETG293991
ETG114027 ETG297755
ETG114027 ETG299310
ETG114027 ETG25399
ETG114027 ETG29272
ETG114027 ETG117028
ETG114027 ETG300992
ETG114027 ETG305021
ETG114027 ETG65158
ETG114027 ETG24799
ETG114027 ETG171574
ETG114027 ETG116685
ETG114027 ETG24949
ETG24337 ETG50687
ETG29496 ETG50687
ETG114027 ETG64640
ETG114027 ETG65043
ETG114027 ETG24701
ETG114027 ETG363854
ETG114027 ETG362897
ETG114027 ETG25488
ETG114027 ETG25391
ETG114027 ETG171337
ETG114027 ETG293652
ETG114027 ETG116690
ETG114027 ETG313647
ETG114027 ETG29242
ETG114027 ETG364458
ETG114027 ETG29629
ETG114027 ETG100362640
ETG114027 ETG293130
ETG114027 ETG94173
ETG114027 ETG498407
ETG114027 ETG84012
ETG114027 ETG679221
ETG114027 rCG_42490
ETG114027 ETG363474
ETG114027 ETG81666
